t,camera,intention,attention,engagement,eye_l_x,eye_l_y,eye_r_x,eye_r_y,head_x,head_y,neck_x,neck_y,chest_x,chest_y,shoulder_l_x,shoulder_l_y,shoulder_r_x,shoulder_r_y,wrist_l_x,wrist_l_y,wrist_r_x,wrist_r_y,pelvis_x,pelvis_y
51.567,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3858,846.90,260.63,792.50,258.25,879.19,287.01,910.42,361.57,990.92,611.49,1107.05,450.45,758.36,438.29,912.42,648.35,614.06,619.08,997.51,778.19
51.600,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3855,846.48,261.10,792.09,258.76,878.83,287.30,910.19,361.76,990.90,611.50,1106.83,450.61,758.28,438.46,912.38,648.45,614.00,619.18,997.50,778.19
51.633,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3852,846.07,261.61,791.69,259.26,878.48,287.58,909.96,361.94,990.88,611.51,1106.61,450.77,758.21,438.63,912.34,648.54,613.95,619.27,997.49,778.19
51.667,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3849,845.81,262.06,791.40,259.70,878.15,287.84,909.75,362.12,990.87,611.51,1106.41,450.93,758.13,438.79,912.30,648.62,613.89,619.36,997.48,778.20
51.700,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3846,845.56,262.50,791.10,260.14,877.78,288.14,909.51,362.32,990.85,611.52,1106.17,451.10,758.05,438.97,912.26,648.72,613.84,619.46,997.47,778.20
51.733,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3844,845.39,262.83,790.90,260.49,877.58,288.31,909.39,362.42,990.84,611.52,1106.06,451.18,758.01,439.07,912.24,648.77,613.81,619.51,997.47,778.20
51.767,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3842,845.21,263.17,790.67,260.86,877.35,288.49,909.24,362.53,990.83,611.52,1105.93,451.28,757.96,439.17,912.22,648.82,613.78,619.57,997.46,778.20
51.800,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3841,844.76,263.59,790.28,261.27,877.05,288.74,909.05,362.70,990.82,611.53,1105.74,451.42,757.89,439.32,912.18,648.90,613.73,619.65,997.45,778.21
51.833,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3838,844.44,263.94,789.98,261.65,876.79,288.95,908.88,362.84,990.80,611.53,1105.58,451.54,757.84,439.45,912.16,648.96,613.69,619.72,997.45,778.21
51.867,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3835,844.12,264.38,789.66,262.07,876.48,289.20,908.67,363.01,990.79,611.54,1105.38,451.69,757.77,439.61,912.12,649.05,613.65,619.80,997.43,778.21
51.900,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3832,843.94,264.72,789.46,262.38,876.25,289.40,908.52,363.13,990.77,611.54,1105.23,451.80,757.72,439.72,912.09,649.11,613.61,619.87,997.42,778.22
51.933,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3829,843.78,265.02,789.28,262.67,876.04,289.56,908.39,363.24,990.76,611.55,1105.11,451.89,757.67,439.82,912.07,649.16,613.58,619.92,997.41,778.22
51.967,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3825,843.73,265.18,789.18,262.85,875.91,289.68,908.31,363.31,990.75,611.55,1105.03,451.95,757.65,439.89,912.05,649.20,613.56,619.96,997.40,778.22
52.000,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3822,843.67,265.30,789.10,262.98,875.80,289.77,908.25,363.36,990.74,611.55,1104.97,451.99,757.63,439.93,912.04,649.22,613.55,619.99,997.39,778.23
52.033,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3819,843.55,265.45,788.97,263.15,875.68,289.86,908.18,363.41,990.73,611.55,1104.90,452.03,757.61,439.99,912.03,649.26,613.53,620.02,997.38,778.23
52.067,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3815,843.49,265.55,788.89,263.29,875.57,289.95,908.12,363.46,990.72,611.56,1104.84,452.08,757.59,440.03,912.01,649.28,613.52,620.05,997.36,778.24
52.100,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3811,843.45,265.64,788.85,263.37,875.55,289.97,908.12,363.46,990.71,611.56,1104.83,452.08,757.59,440.04,912.01,649.29,613.51,620.06,997.35,778.24
52.133,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3808,843.54,265.72,788.90,263.42,875.54,289.97,908.14,363.45,990.71,611.56,1104.84,452.06,757.60,440.03,912.01,649.29,613.51,620.06,997.34,778.24
52.167,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3805,843.47,265.85,788.83,263.55,875.50,290.01,908.12,363.46,990.70,611.56,1104.83,452.07,757.60,440.04,912.01,649.30,613.50,620.07,997.33,778.25
52.200,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3802,843.49,265.92,788.82,263.65,875.50,290.01,908.14,363.45,990.70,611.56,1104.84,452.06,757.60,440.03,912.01,649.31,613.50,620.07,997.32,778.25
52.233,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3798,843.54,265.88,788.86,263.62,875.54,289.97,908.18,363.41,990.69,611.56,1104.88,452.02,757.62,440.00,912.01,649.30,613.51,620.06,997.30,778.25
52.267,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3795,843.67,265.76,788.99,263.48,875.69,289.85,908.31,363.31,990.69,611.55,1105.00,451.93,757.67,439.91,912.03,649.26,613.53,620.02,997.29,778.26
52.300,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3791,843.68,265.71,789.01,263.45,875.70,289.84,908.33,363.29,990.69,611.55,1105.01,451.91,757.68,439.89,912.03,649.26,613.53,620.02,997.28,778.26
52.333,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3787,843.67,265.73,788.99,263.47,875.68,289.85,908.33,363.29,990.68,611.55,1105.01,451.91,757.68,439.89,912.02,649.27,613.52,620.03,997.26,778.27
52.367,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3782,843.51,265.83,788.89,263.58,875.67,289.87,908.33,363.29,990.67,611.55,1105.00,451.91,757.68,439.90,912.02,649.27,613.52,620.04,997.25,778.27
52.400,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3778,843.62,265.81,788.98,263.53,875.72,289.82,908.38,363.24,990.67,611.55,1105.04,451.87,757.70,439.86,912.02,649.27,613.52,620.03,997.23,778.28
52.433,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3772,843.57,265.84,788.93,263.58,875.69,289.85,908.37,363.26,990.66,611.55,1105.02,451.88,757.70,439.88,912.01,649.28,613.51,620.05,997.21,778.29
52.467,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3766,843.63,265.71,789.03,263.41,875.79,289.76,908.46,363.18,990.65,611.55,1105.09,451.81,757.74,439.81,912.02,649.26,613.52,620.02,997.19,778.29
52.500,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3759,843.69,265.64,789.07,263.36,875.81,289.75,908.48,363.16,990.64,611.55,1105.10,451.80,757.75,439.80,912.02,649.27,613.52,620.03,997.16,778.30
52.533,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3754,843.69,265.69,789.06,263.43,875.80,289.75,908.48,363.16,990.63,611.55,1105.10,451.79,757.76,439.80,912.02,649.28,613.51,620.04,997.14,778.31
52.567,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3748,843.67,265.71,789.04,263.48,875.82,289.74,908.50,363.14,990.62,611.55,1105.10,451.78,757.77,439.78,912.01,649.28,613.51,620.04,997.12,778.31
52.600,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3742,843.72,265.67,789.10,263.42,875.89,289.68,908.56,363.09,990.62,611.55,1105.15,451.73,757.79,439.74,912.02,649.27,613.52,620.03,997.10,778.32
52.633,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3736,843.76,265.55,789.15,263.32,875.93,289.64,908.60,363.06,990.61,611.55,1105.18,451.70,757.81,439.72,912.02,649.27,613.52,620.03,997.08,778.33
52.667,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3730,843.86,265.50,789.22,263.31,875.97,289.61,908.63,363.03,990.60,611.55,1105.20,451.67,757.83,439.69,912.02,649.27,613.52,620.03,997.06,778.33
52.700,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3724,843.93,265.33,789.32,263.13,876.13,289.48,908.76,362.92,990.59,611.55,1105.31,451.58,757.88,439.60,912.03,649.23,613.54,619.99,997.04,778.34
52.733,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3718,844.05,265.19,789.45,262.98,876.27,289.36,908.87,362.83,990.59,611.55,1105.41,451.50,757.92,439.52,912.05,649.20,613.55,619.96,997.02,778.35
52.767,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3711,844.28,264.99,789.65,262.80,876.45,289.21,909.01,362.71,990.59,611.55,1105.53,451.39,757.98,439.41,912.06,649.17,613.57,619.92,996.99,778.35
52.800,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3704,844.58,264.75,789.92,262.59,876.70,289.00,909.21,362.55,990.58,611.54,1105.70,451.25,758.05,439.27,912.09,649.11,613.60,619.86,996.97,778.36
52.833,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3697,844.97,264.32,790.29,262.15,877.05,288.71,909.47,362.33,990.59,611.54,1105.94,451.06,758.15,439.08,912.12,649.03,613.65,619.77,996.94,778.37
52.867,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3689,845.28,263.87,790.62,261.75,877.43,288.40,909.77,362.09,990.59,611.53,1106.21,450.85,758.25,438.86,912.16,648.93,613.70,619.68,996.91,778.38
52.900,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3682,845.80,263.31,791.11,261.21,877.92,287.99,910.14,361.78,990.60,611.52,1106.56,450.58,758.39,438.59,912.22,648.81,613.77,619.55,996.89,778.39
52.933,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3676,846.32,262.69,791.63,260.59,878.43,287.57,910.54,361.46,990.61,611.51,1106.92,450.29,758.53,438.30,912.28,648.67,613.85,619.41,996.87,778.40
52.967,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3670,846.86,262.13,792.13,260.04,878.90,287.19,910.90,361.16,990.62,611.50,1107.26,450.03,758.66,438.03,912.33,648.55,613.93,619.28,996.85,778.40
53.000,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3665,847.47,261.54,792.69,259.46,879.42,286.77,911.30,360.84,990.63,611.49,1107.63,449.75,758.80,437.74,912.39,648.41,613.98,619.16,996.83,778.41
53.033,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3661,848.08,260.89,793.28,258.82,880.01,286.29,911.76,360.48,990.65,611.48,1108.05,449.43,758.96,437.42,912.46,648.25,614.08,618.99,996.81,778.41
53.067,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3656,848.76,260.32,793.91,258.23,880.59,285.82,912.21,360.12,990.66,611.47,1108.47,449.11,759.12,437.10,912.54,648.08,614.18,618.83,996.80,778.42
53.100,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3651,849.53,259.60,794.61,257.52,881.22,285.32,912.69,359.74,990.68,611.46,1108.92,448.77,759.30,436.75,912.61,647.91,614.30,618.65,996.78,778.42
53.133,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3646,850.29,258.91,795.30,256.85,881.87,284.81,913.19,359.35,990.70,611.45,1109.38,448.42,759.47,436.40,912.69,647.73,614.42,618.46,996.76,778.43
53.167,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3640,851.12,258.14,796.06,256.08,882.52,284.29,913.69,358.96,990.71,611.44,1109.85,448.07,759.66,436.04,912.77,647.54,614.54,618.28,996.74,778.44
53.200,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3634,851.87,257.50,796.74,255.45,883.18,283.77,914.19,358.56,990.73,611.43,1110.32,447.72,759.84,435.68,912.85,647.36,614.67,618.09,996.72,778.44
53.233,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3629,852.57,256.78,797.41,254.75,883.84,283.26,914.70,358.17,990.75,611.42,1110.79,447.36,760.02,435.33,912.94,647.17,614.81,617.90,996.70,778.45
53.267,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3624,853.25,256.11,798.05,254.13,884.49,282.74,915.20,357.78,990.77,611.41,1111.26,447.01,760.21,434.97,913.02,646.98,614.94,617.70,996.68,778.45
53.300,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3619,854.07,255.37,798.78,253.42,885.14,282.25,915.70,357.41,990.78,611.39,1111.72,446.67,760.39,434.63,913.11,646.79,615.08,617.51,996.66,778.46
53.333,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3613,854.77,254.69,799.44,252.76,885.76,281.76,916.18,357.04,990.80,611.38,1112.17,446.34,760.56,434.29,913.19,646.61,615.22,617.33,996.64,778.47
53.367,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3607,855.34,254.05,800.00,252.14,886.35,281.32,916.62,356.70,990.81,611.37,1112.58,446.03,760.73,433.98,913.26,646.44,615.34,617.16,996.62,778.47
53.400,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3601,856.05,253.37,800.67,251.47,886.97,280.85,917.10,356.35,990.83,611.36,1113.02,445.70,760.91,433.65,913.34,646.26,615.48,616.98,996.60,778.48
53.433,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3594,856.70,252.76,801.28,250.90,887.56,280.40,917.55,356.00,990.84,611.35,1113.44,445.39,761.08,433.34,913.42,646.08,615.61,616.81,996.58,778.49
53.467,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3588,857.16,252.17,801.75,250.34,888.07,280.02,917.94,355.72,990.85,611.35,1113.80,445.12,761.22,433.07,913.48,645.93,615.73,616.66,996.56,778.49
53.500,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3584,857.67,251.64,802.24,249.83,888.51,279.68,918.27,355.47,990.86,611.34,1114.11,444.89,761.35,432.84,913.54,645.80,615.83,616.53,996.54,778.50
53.533,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3581,858.23,251.15,802.75,249.34,888.98,279.34,918.63,355.21,990.87,611.33,1114.45,444.65,761.48,432.60,913.60,645.66,615.95,616.39,996.53,778.50
53.567,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3578,858.61,250.67,803.14,248.89,889.40,279.02,918.95,354.97,990.89,611.32,1114.75,444.43,761.60,432.38,913.66,645.53,616.05,616.26,996.52,778.51
53.600,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3575,859.13,250.24,803.58,248.50,889.75,278.76,919.21,354.77,990.89,611.32,1114.99,444.25,761.70,432.20,913.71,645.43,616.13,616.16,996.51,778.51
53.633,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3570,859.35,249.96,803.81,248.23,890.00,278.58,919.40,354.63,990.90,611.31,1115.17,444.12,761.77,432.08,913.74,645.35,616.19,616.09,996.49,778.52
53.667,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3565,859.65,249.73,804.10,247.97,890.26,278.39,919.59,354.50,990.90,611.31,1115.34,443.99,761.85,431.95,913.77,645.28,616.25,616.02,996.47,778.52
53.700,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3560,859.89,249.48,804.31,247.76,890.45,278.25,919.74,354.39,990.90,611.31,1115.46,443.89,761.91,431.85,913.79,645.24,616.29,615.97,996.45,778.53
53.733,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3553,859.92,249.42,804.35,247.72,890.50,278.22,919.77,354.37,990.89,611.31,1115.48,443.87,761.92,431.83,913.79,645.23,616.29,615.97,996.43,778.53
53.767,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3546,860.20,249.33,804.55,247.63,890.60,278.15,919.83,354.32,990.88,611.31,1115.53,443.83,761.96,431.79,913.80,645.22,616.30,615.96,996.40,778.54
53.800,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3539,860.20,249.21,804.58,247.54,890.64,278.12,919.86,354.30,990.87,611.31,1115.54,443.81,761.97,431.77,913.80,645.22,616.30,615.96,996.38,778.55
53.833,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3533,860.06,249.27,804.50,247.57,890.63,278.13,919.84,354.31,990.86,611.31,1115.52,443.81,761.97,431.79,913.79,645.24,616.28,615.98,996.36,778.56
53.867,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3525,860.07,249.20,804.54,247.51,890.69,278.08,919.88,354.28,990.84,611.31,1115.54,443.79,762.00,431.76,913.79,645.24,616.29,615.98,996.33,778.57
53.900,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3515,860.18,249.15,804.65,247.44,890.81,278.00,919.96,354.21,990.83,611.31,1115.60,443.73,762.04,431.71,913.80,645.23,616.30,615.96,996.30,778.58
53.933,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3506,860.23,249.06,804.69,247.39,890.82,277.99,919.97,354.21,990.81,611.31,1115.58,443.72,762.05,431.71,913.79,645.25,616.29,615.98,996.26,778.59
53.967,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3496,860.28,248.96,804.79,247.26,890.94,277.90,920.05,354.15,990.80,611.31,1115.64,443.67,762.09,431.65,913.80,645.23,616.30,615.97,996.23,778.60
54.000,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3487,860.44,248.98,804.90,247.25,890.98,277.88,920.07,354.13,990.79,611.31,1115.64,443.65,762.11,431.64,913.79,645.24,616.29,615.98,996.20,778.61
54.033,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3479,860.37,248.88,804.90,247.12,891.01,277.86,920.08,354.12,990.77,611.31,1115.64,443.64,762.12,431.63,913.79,645.25,616.28,615.99,996.17,778.62
54.067,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3470,860.50,248.75,805.02,247.02,891.11,277.79,920.15,354.07,990.76,611.31,1115.69,443.59,762.16,431.59,913.79,645.24,616.29,615.98,996.13,778.63
54.100,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3461,860.65,248.65,805.16,246.94,891.27,277.67,920.26,353.98,990.75,611.31,1115.78,443.51,762.21,431.51,913.81,645.21,616.32,615.95,996.10,778.64
54.133,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3452,860.78,248.53,805.28,246.83,891.38,277.59,920.34,353.93,990.74,611.31,1115.83,443.46,762.25,431.46,913.81,645.19,616.33,615.93,996.07,778.65
54.167,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3443,860.74,248.51,805.26,246.86,891.39,277.59,920.34,353.93,990.73,611.31,1115.82,443.46,762.26,431.46,913.81,645.21,616.32,615.95,996.04,778.66
54.200,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3435,860.77,248.50,805.28,246.87,891.39,277.59,920.33,353.93,990.71,611.31,1115.79,443.46,762.26,431.47,913.80,645.23,616.30,615.97,996.01,778.67
54.233,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3426,860.83,248.56,805.32,246.89,891.37,277.61,920.30,353.95,990.69,611.31,1115.75,443.48,762.26,431.49,913.78,645.26,616.28,616.00,995.98,778.68
54.267,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3417,860.81,248.57,805.29,246.90,891.30,277.66,920.24,353.99,990.68,611.31,1115.67,443.52,762.25,431.53,913.76,645.31,616.24,616.05,995.94,778.69
54.300,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3408,860.77,248.60,805.27,246.94,891.29,277.67,920.22,354.00,990.66,611.32,1115.63,443.53,762.25,431.55,913.75,645.33,616.22,616.07,995.91,778.70
54.333,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3399,860.70,248.67,805.20,247.01,891.22,277.72,920.16,354.04,990.64,611.32,1115.56,443.57,762.24,431.59,913.73,645.38,616.19,616.11,995.88,778.71
54.367,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3391,860.80,248.65,805.27,246.98,891.20,277.74,920.13,354.06,990.62,611.32,1115.51,443.59,762.24,431.61,913.72,645.41,616.16,616.14,995.85,778.72
54.400,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3382,860.73,248.70,805.22,247.03,891.15,277.78,920.08,354.10,990.61,611.32,1115.45,443.62,762.23,431.64,913.70,645.44,616.13,616.18,995.82,778.73
54.433,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3373,860.56,248.83,805.07,247.15,890.99,277.90,919.94,354.19,990.58,611.33,1115.31,443.71,762.19,431.73,913.67,645.52,616.07,616.26,995.79,778.74
54.467,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3364,860.42,248.91,804.95,247.24,890.87,277.99,919.84,354.26,990.56,611.33,1115.19,443.77,762.16,431.80,913.64,645.58,616.02,616.32,995.76,778.75
54.500,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3357,860.21,249.11,804.78,247.40,890.72,278.10,919.72,354.35,990.54,611.34,1115.06,443.85,762.12,431.89,913.61,645.65,615.97,616.38,995.73,778.76
54.533,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3349,859.97,249.33,804.56,247.64,890.54,278.23,919.57,354.46,990.52,611.34,1114.90,443.95,762.08,431.99,913.58,645.73,615.91,616.46,995.70,778.77
54.567,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3341,859.76,249.52,804.36,247.85,890.36,278.37,919.42,354.56,990.50,611.34,1114.74,444.05,762.03,432.09,913.54,645.80,615.85,616.54,995.67,778.78
54.600,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3332,859.50,249.73,804.14,248.08,890.14,278.53,919.24,354.69,990.48,611.35,1114.56,444.17,761.98,432.21,913.50,645.89,615.77,616.63,995.64,778.79
54.633,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3323,859.19,249.97,803.87,248.33,889.93,278.69,919.06,354.82,990.45,611.35,1114.37,444.29,761.92,432.34,913.46,645.99,615.70,616.72,995.61,778.80
54.667,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3314,858.85,250.12,803.62,248.47,889.74,278.83,918.91,354.93,990.43,611.36,1114.21,444.39,761.88,432.44,913.42,646.07,615.64,616.80,995.58,778.81
54.700,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3306,858.61,250.29,803.40,248.65,889.51,279.01,918.72,355.06,990.40,611.37,1114.01,444.51,761.81,432.57,913.38,646.17,615.56,616.90,995.55,778.82
54.733,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3297,858.30,250.54,803.12,248.92,889.28,279.17,918.54,355.20,990.38,611.37,1113.82,444.63,761.76,432.70,913.34,646.26,615.49,616.99,995.52,778.83
54.767,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3289,858.06,250.79,802.88,249.18,889.00,279.38,918.31,355.36,990.35,611.38,1113.59,444.79,761.69,432.85,913.29,646.37,615.41,617.10,995.49,778.84
54.800,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3281,857.70,251.11,802.55,249.50,888.68,279.63,918.05,355.55,990.32,611.38,1113.33,444.96,761.60,433.03,913.24,646.49,615.31,617.22,995.46,778.85
54.833,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3275,857.40,251.39,802.27,249.76,888.38,279.85,917.81,355.72,990.30,611.39,1113.08,445.12,761.52,433.20,913.19,646.60,615.23,617.33,995.44,778.85
54.867,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3267,857.08,251.64,801.98,250.02,888.11,280.06,917.59,355.89,990.28,611.40,1112.86,445.27,761.45,433.35,913.14,646.71,615.15,617.44,995.41,778.86
54.900,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3259,856.68,251.89,801.66,250.26,887.83,280.27,917.36,356.05,990.25,611.40,1112.63,445.42,761.38,433.51,913.09,646.82,615.07,617.54,995.38,778.87
54.933,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3252,856.43,252.19,801.40,250.55,887.53,280.50,917.13,356.23,990.22,611.41,1112.39,445.58,761.30,433.67,913.04,646.93,614.99,617.65,995.36,778.88
54.967,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3245,856.13,252.48,801.12,250.83,887.25,280.71,916.89,356.40,990.20,611.42,1112.15,445.74,761.22,433.83,912.99,647.03,614.91,617.76,995.33,778.89
55.000,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3237,855.79,252.69,800.84,251.03,886.96,280.93,916.66,356.57,990.17,611.42,1111.92,445.89,761.15,433.99,912.94,647.14,614.83,617.87,995.30,778.90
55.033,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3231,855.36,252.92,800.48,251.28,886.65,281.17,916.42,356.75,990.15,611.43,1111.67,446.06,761.07,434.16,912.90,647.25,614.75,617.98,995.28,778.90
55.067,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3224,855.02,253.23,800.18,251.56,886.36,281.39,916.18,356.93,990.12,611.44,1111.43,446.22,760.99,434.33,912.85,647.36,614.67,618.09,995.26,778.91
55.100,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3217,854.70,253.59,799.88,251.89,886.05,281.63,915.94,357.11,990.10,611.44,1111.19,446.38,760.91,434.50,912.80,647.47,614.59,618.20,995.23,778.92
55.133,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3211,854.46,253.89,799.62,252.19,885.73,281.87,915.68,357.30,990.08,611.45,1110.94,446.56,760.83,434.68,912.75,647.59,614.51,618.32,995.21,778.93
55.167,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3206,854.16,254.19,799.34,252.47,885.42,282.11,915.43,357.48,990.05,611.46,1110.69,446.72,760.74,434.85,912.70,647.69,614.44,618.43,995.19,778.93
55.200,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3202,853.81,254.50,799.03,252.75,885.10,282.37,915.17,357.68,990.03,611.46,1110.43,446.90,760.66,435.03,912.65,647.80,614.36,618.54,995.18,778.94
55.233,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3198,853.48,254.87,798.72,253.08,884.77,282.62,914.91,357.88,990.01,611.47,1110.18,447.08,760.57,435.21,912.60,647.91,614.28,618.65,995.16,778.94
55.267,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3192,853.07,255.16,798.37,253.38,884.48,282.85,914.68,358.06,989.99,611.48,1109.95,447.24,760.49,435.38,912.55,648.02,614.21,618.75,995.14,778.95
55.300,cam3,IDLE_RELAXED,MAIN_MONITOR_CENTER,-0.3187,852.74,255.47,798.06,253.68,884.17,283.09,914.43,358.24,989.97,611.48,1109.70,447.41,760.41,435.55,912.50,648.12,614.14,618.86,995.13,778.95
